reference_organ,as_label,cell_label,cell_id
Colon,sigmoid colon,FDC,ASCTB-TEMP:fdc
Colon,sigmoid colon,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
Colon,sigmoid colon,CX3CR1+ CD8 Tmem,ASCTB-TEMP:cx3cr1-cd8-tmem
Colon,sigmoid colon,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
Colon,ascending colon,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
Colon,ascending colon,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
Colon,ascending colon,FDC,ASCTB-TEMP:fdc
Colon,ascending colon,Distal progenitor,ASCTB-TEMP:distal-progenitor
Colon,ascending colon,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
Colon,ascending colon,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
Colon,ascending colon,β cells (INS+),ASCTB-TEMP:-cells-ins-
SmallIntestine,descending part of duodenum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
SmallIntestine,descending part of duodenum,ILC2,ASCTB-TEMP:ilc2
SmallIntestine,descending part of duodenum,Pro-B,ASCTB-TEMP:pro-b
SmallIntestine,horizontal part of duodenum,RBC,ASCTB-TEMP:rbc
SmallIntestine,horizontal part of duodenum,CLP,ASCTB-TEMP:clp
SmallIntestine,horizontal part of duodenum,FDC,ASCTB-TEMP:fdc
SmallIntestine,horizontal part of duodenum,Pro-B,ASCTB-TEMP:pro-b
SmallIntestine,horizontal part of duodenum,Mesothelium,ASCTB-TEMP:mesothelium
SmallIntestine,horizontal part of duodenum,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
SmallIntestine,horizontal part of duodenum,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
SmallIntestine,ascending part of duodenum,RBC,ASCTB-TEMP:rbc
SmallIntestine,ascending part of duodenum,CLP,ASCTB-TEMP:clp
SmallIntestine,ascending part of duodenum,FDC,ASCTB-TEMP:fdc
SmallIntestine,ascending part of duodenum,Pro-B,ASCTB-TEMP:pro-b
SmallIntestine,ascending part of duodenum,Mesothelium,ASCTB-TEMP:mesothelium
SmallIntestine,ascending part of duodenum,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
SmallIntestine,ascending part of duodenum,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
Colon,descending colon,Th17,ASCTB-TEMP:th17
Colon,descending colon,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
Colon,descending colon,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
Colon,descending colon,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
Colon,descending colon,pDC,ASCTB-TEMP:pdc
Colon,descending colon,LZ GC cell,ASCTB-TEMP:lz-gc-cell
Colon,descending colon,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
Colon,descending colon,mast cell,CL:0000097
SmallIntestine,distal part of ileum,ILC2,ASCTB-TEMP:ilc2
SmallIntestine,distal part of ileum,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
SmallIntestine,jejunum,Germ,ASCTB-TEMP:germ
SmallIntestine,jejunum,ILC2,ASCTB-TEMP:ilc2
Colon,transverse colon,cycling neuroblast,ASCTB-TEMP:cycling-neuroblast
Colon,transverse colon,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
Colon,transverse colon,Germ,ASCTB-TEMP:germ
Colon,transverse colon,LTi-like NCR+ ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
Colon,transverse colon,FDC,ASCTB-TEMP:fdc
LargeIntestine,ascending colon,Stem cells,ASCTB-TEMP:stem-cells
LargeIntestine,ascending colon,Goblet cell,ASCTB-TEMP:goblet-cell
LargeIntestine,ascending colon,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
LargeIntestine,ascending colon,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
LargeIntestine,ascending colon,Colonocyte,ASCTB-TEMP:colonocyte
LargeIntestine,ascending colon,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
LargeIntestine,ascending colon,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
LargeIntestine,ascending colon,ILCP,ASCTB-TEMP:ilcp
LargeIntestine,ascending colon,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
LargeIntestine,ascending colon,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
LargeIntestine,ascending colon,cycling EC,ASCTB-TEMP:cycling-ec
LargeIntestine,ascending colon,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
LargeIntestine,ascending colon,Activated T,ASCTB-TEMP:activated-t
LargeIntestine,ascending colon,EECs,ASCTB-TEMP:eecs
LargeIntestine,ascending colon,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
LargeIntestine,ascending colon,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
LargeIntestine,ascending colon,TA,ASCTB-TEMP:ta
LargeIntestine,ascending colon,Tuft,ASCTB-TEMP:tuft
LargeIntestine,ascending colon,Microfold cell,ASCTB-TEMP:microfold-cell
LargeIntestine,ascending colon,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
LargeIntestine,ascending colon,NK cell,ASCTB-TEMP:nk-cell
LargeIntestine,ascending colon,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
LargeIntestine,ascending colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
LargeIntestine,ascending colon,Adult Glia,ASCTB-TEMP:adult-glia
LargeIntestine,ascending colon,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
LargeIntestine,ascending colon,Pericyte,ASCTB-TEMP:pericyte
LargeIntestine,ascending colon,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
LargeIntestine,ascending colon,CLP,ASCTB-TEMP:clp
LargeIntestine,ascending colon,ILC2,ASCTB-TEMP:ilc2
LargeIntestine,ascending colon,Tfh,ASCTB-TEMP:tfh
LargeIntestine,ascending colon,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
LargeIntestine,ascending colon,Distal progenitor,ASCTB-TEMP:distal-progenitor
LargeIntestine,ascending colon,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
LargeIntestine,ascending colon,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
LargeIntestine,ascending colon,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
LargeIntestine,ascending colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
LargeIntestine,ascending colon,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
LargeIntestine,ascending colon,NK T cell,ASCTB-TEMP:nk-t-cell
LargeIntestine,ascending colon,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
LargeIntestine,ascending colon,Pre-B,ASCTB-TEMP:pre-b
LargeIntestine,ascending colon,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
LargeIntestine,ascending colon,Cycling B cell,ASCTB-TEMP:cycling-b-cell
LargeIntestine,ascending colon,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
LargeIntestine,ascending colon,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
LargeIntestine,ascending colon,Mature venous EC,ASCTB-TEMP:mature-venous-ec
LargeIntestine,ascending colon,arterial capillary,ASCTB-TEMP:arterial-capillary
LargeIntestine,ascending colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
LargeIntestine,ascending colon,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
LargeIntestine,ascending colon,Macrophages,ASCTB-TEMP:macrophages
LargeIntestine,ascending colon,CD8 Tmem,ASCTB-TEMP:cd8-tmem
LargeIntestine,ascending colon,myofibroblast,ASCTB-TEMP:myofibroblast
LargeIntestine,ascending colon,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
LargeIntestine,ascending colon,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
LargeIntestine,ascending colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
LargeIntestine,ascending colon,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
LargeIntestine,ascending colon,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
LargeIntestine,ascending colon,Memory B,ASCTB-TEMP:memory-b
LargeIntestine,ascending colon,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
LargeIntestine,ascending colon,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
LargeIntestine,ascending colon,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
LargeIntestine,ascending colon,mLTo,ASCTB-TEMP:mlto
LargeIntestine,ascending colon,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
LargeIntestine,ascending colon,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
LargeIntestine,ascending colon,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
LargeIntestine,ascending colon,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
LargeIntestine,ascending colon,Immature pericyte,ASCTB-TEMP:immature-pericyte
LargeIntestine,ascending colon,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
LargeIntestine,ascending colon,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
LargeIntestine,ascending colon,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
LargeIntestine,ascending colon,Mast cell,ASCTB-TEMP:mast-cell
LargeIntestine,ascending colon,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
LargeIntestine,ascending colon,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
LargeIntestine,ascending colon,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
LargeIntestine,ascending colon,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
LargeIntestine,ascending colon,DZ GC cell,ASCTB-TEMP:dz-gc-cell
LargeIntestine,ascending colon,Neuroblast,ASCTB-TEMP:neuroblast
LargeIntestine,ascending colon,Enterocyte,ASCTB-TEMP:enterocyte
LargeIntestine,ascending colon,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
LargeIntestine,ascending colon,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
LargeIntestine,ascending colon,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
LargeIntestine,ascending colon,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
LargeIntestine,ascending colon,pDC,ASCTB-TEMP:pdc
LargeIntestine,ascending colon,FDC,ASCTB-TEMP:fdc
LargeIntestine,ascending colon,T reticular,ASCTB-TEMP:t-reticular
LargeIntestine,ascending colon,ILC3,ASCTB-TEMP:ilc3
LargeIntestine,ascending colon,Treg,ASCTB-TEMP:treg
LargeIntestine,ascending colon,Paneth,ASCTB-TEMP:paneth
LargeIntestine,ascending colon,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
LargeIntestine,ascending colon,MAIT cell,ASCTB-TEMP:mait-cell
LargeIntestine,ascending colon,Monocytes,ASCTB-TEMP:monocytes
LargeIntestine,ascending colon,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
LargeIntestine,ascending colon,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
LargeIntestine,ascending colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
LargeIntestine,ascending colon,Th1,ASCTB-TEMP:th1
LargeIntestine,ascending colon,Germ,ASCTB-TEMP:germ
LargeIntestine,ascending colon,cDC1,ASCTB-TEMP:cdc1
LargeIntestine,ascending colon,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
LargeIntestine,ascending colon,cDC2,ASCTB-TEMP:cdc2
LargeIntestine,ascending colon,Pro-B,ASCTB-TEMP:pro-b
LargeIntestine,ascending colon,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
LargeIntestine,ascending colon,Naive B,ASCTB-TEMP:naive-b
LargeIntestine,ascending colon,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
LargeIntestine,ascending colon,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
LargeIntestine,ascending colon,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
LargeIntestine,ascending colon,Differentiating glia,ASCTB-TEMP:differentiating-glia
LargeIntestine,ascending colon,Megakaryocyte,ASCTB-TEMP:megakaryocyte
LargeIntestine,ascending colon,D cells (SST+),ASCTB-TEMP:d-cells-sst-
LargeIntestine,ascending colon,Immature B,ASCTB-TEMP:immature-b
LargeIntestine,ascending colon,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
LargeIntestine,ascending colon,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
LargeIntestine,ascending colon,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
LargeIntestine,ascending colon,RBC,ASCTB-TEMP:rbc
LargeIntestine,ascending colon,Th17,ASCTB-TEMP:th17
LargeIntestine,ascending colon,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
LargeIntestine,ascending colon,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
LargeIntestine,ascending colon,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
LargeIntestine,ascending colon,enterocyte of epithelium of large intestine,CL:0002071
LargeIntestine,ascending colon,intestinal tuft cell,CL:0019032
LargeIntestine,ascending colon,large intestine goblet cell,CL:1000320
LargeIntestine,ascending colon,fibroblast,CL:0000057
LargeIntestine,ascending colon,plasma cell,CL:0000786
LargeIntestine,ascending colon,paneth cell of colon,CL:0009009
LargeIntestine,ascending colon,"CD4-positive, alpha-beta T cell",CL:0000624
LargeIntestine,ascending colon,monocyte,CL:0000576
LargeIntestine,ascending colon,gut endothelial cell,CL:0000131
LargeIntestine,ascending colon,neutrophil,CL:0000775
LargeIntestine,ascending colon,transit amplifying cell of colon,CL:0009011
LargeIntestine,ascending colon,"CD8-positive, alpha-beta T cell",CL:0000625
LargeIntestine,ascending colon,B cell,CL:0000236
LargeIntestine,ascending colon,intestinal crypt stem cell of large intestine,CL:0009016
LargeIntestine,ascending colon,intestinal enteroendocrine cell,CL:1001516
LargeIntestine,ascending colon,mast cell,CL:0000097
LargeIntestine,caecum,Stem cells,ASCTB-TEMP:stem-cells
LargeIntestine,caecum,Goblet cell,ASCTB-TEMP:goblet-cell
LargeIntestine,caecum,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
LargeIntestine,caecum,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
LargeIntestine,caecum,Colonocyte,ASCTB-TEMP:colonocyte
LargeIntestine,caecum,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
LargeIntestine,caecum,Contractile pericyte (PLN+),ASCTB-TEMP:contractile-pericyte-pln-
LargeIntestine,caecum,ILCP,ASCTB-TEMP:ilcp
LargeIntestine,caecum,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
LargeIntestine,caecum,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
LargeIntestine,caecum,cycling EC,ASCTB-TEMP:cycling-ec
LargeIntestine,caecum,Progenitor (NEUROG3+),ASCTB-TEMP:progenitor-neurog3-
LargeIntestine,caecum,Activated T,ASCTB-TEMP:activated-t
LargeIntestine,caecum,EECs,ASCTB-TEMP:eecs
LargeIntestine,caecum,Branch A2 (IPAN/IN),ASCTB-TEMP:branch-a2-ipan-in-
LargeIntestine,caecum,IgG plasma cell,ASCTB-TEMP:igg-plasma-cell
LargeIntestine,caecum,TA,ASCTB-TEMP:ta
LargeIntestine,caecum,Tuft,ASCTB-TEMP:tuft
LargeIntestine,caecum,Microfold cell,ASCTB-TEMP:microfold-cell
LargeIntestine,caecum,Transitional Stromal 3 (C3+),ASCTB-TEMP:transitional-stromal-3-c3-
LargeIntestine,caecum,NK cell,ASCTB-TEMP:nk-cell
LargeIntestine,caecum,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
LargeIntestine,caecum,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
LargeIntestine,caecum,Adult Glia,ASCTB-TEMP:adult-glia
LargeIntestine,caecum,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
LargeIntestine,caecum,Pericyte,ASCTB-TEMP:pericyte
LargeIntestine,caecum,Branch A3 (IPAN/IN),ASCTB-TEMP:branch-a3-ipan-in-
LargeIntestine,caecum,CLP,ASCTB-TEMP:clp
LargeIntestine,caecum,ILC2,ASCTB-TEMP:ilc2
LargeIntestine,caecum,Tfh,ASCTB-TEMP:tfh
LargeIntestine,caecum,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
LargeIntestine,caecum,Distal progenitor,ASCTB-TEMP:distal-progenitor
LargeIntestine,caecum,K cells (GIP+),ASCTB-TEMP:k-cells-gip-
LargeIntestine,caecum,LEC1 (ACKR4+),ASCTB-TEMP:lec1-ackr4-
LargeIntestine,caecum,IgA plasma cell,ASCTB-TEMP:iga-plasma-cell
LargeIntestine,caecum,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
LargeIntestine,caecum,Branch B3 (IPAN),ASCTB-TEMP:branch-b3-ipan-
LargeIntestine,caecum,NK T cell,ASCTB-TEMP:nk-t-cell
LargeIntestine,caecum,Branch B1 (eMN),ASCTB-TEMP:branch-b1-emn-
LargeIntestine,caecum,Pre-B,ASCTB-TEMP:pre-b
LargeIntestine,caecum,MMP9+ Inflammatory macrophage,ASCTB-TEMP:mmp9-inflammatory-macrophage
LargeIntestine,caecum,Cycling B cell,ASCTB-TEMP:cycling-b-cell
LargeIntestine,caecum,Mesoderm 1 (HAND1+),ASCTB-TEMP:mesoderm-1-hand1-
LargeIntestine,caecum,myofibroblast (RSPO2+),ASCTB-TEMP:myofibroblast-rspo2-
LargeIntestine,caecum,Mature venous EC,ASCTB-TEMP:mature-venous-ec
LargeIntestine,caecum,arterial capillary,ASCTB-TEMP:arterial-capillary
LargeIntestine,caecum,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
LargeIntestine,caecum,Branch A1 (iMN),ASCTB-TEMP:branch-a1-imn-
LargeIntestine,caecum,Macrophages,ASCTB-TEMP:macrophages
LargeIntestine,caecum,CD8 Tmem,ASCTB-TEMP:cd8-tmem
LargeIntestine,caecum,myofibroblast,ASCTB-TEMP:myofibroblast
LargeIntestine,caecum,Proximal progenitor,ASCTB-TEMP:proximal-progenitor
LargeIntestine,caecum,Stromal 2 (NPY+),ASCTB-TEMP:stromal-2-npy-
LargeIntestine,caecum,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
LargeIntestine,caecum,Mature arterial EC,ASCTB-TEMP:mature-arterial-ec
LargeIntestine,caecum,SMC (PART1/CAPN3+),ASCTB-TEMP:smc-part1-capn3-
LargeIntestine,caecum,Memory B,ASCTB-TEMP:memory-b
LargeIntestine,caecum,Activated CD8 T,ASCTB-TEMP:activated-cd8-t
LargeIntestine,caecum,Glia 2 (ELN+),ASCTB-TEMP:glia-2-eln-
LargeIntestine,caecum,L cells (PYY+),ASCTB-TEMP:l-cells-pyy-
LargeIntestine,caecum,mLTo,ASCTB-TEMP:mlto
LargeIntestine,caecum,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
LargeIntestine,caecum,LEC3 (ADGRG3+),ASCTB-TEMP:lec3-adgrg3-
LargeIntestine,caecum,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
LargeIntestine,caecum,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
LargeIntestine,caecum,Immature pericyte,ASCTB-TEMP:immature-pericyte
LargeIntestine,caecum,Lymphoid DC,ASCTB-TEMP:lymphoid-dc
LargeIntestine,caecum,SELL+ CD4 T,ASCTB-TEMP:sell-cd4-t
LargeIntestine,caecum,TRGV4 gdT,ASCTB-TEMP:trgv4-gdt
LargeIntestine,caecum,Mast cell,ASCTB-TEMP:mast-cell
LargeIntestine,caecum,angiogenic pericyte,ASCTB-TEMP:angiogenic-pericyte
LargeIntestine,caecum,EC cells (TAC1+),ASCTB-TEMP:ec-cells-tac1-
LargeIntestine,caecum,SELL+ CD8 T,ASCTB-TEMP:sell-cd8-t
LargeIntestine,caecum,cycling ENCC/glia,ASCTB-TEMP:cycling-encc-glia
LargeIntestine,caecum,DZ GC cell,ASCTB-TEMP:dz-gc-cell
LargeIntestine,caecum,Neuroblast,ASCTB-TEMP:neuroblast
LargeIntestine,caecum,Enterocyte,ASCTB-TEMP:enterocyte
LargeIntestine,caecum,Fetal arterial EC,ASCTB-TEMP:fetal-arterial-ec
LargeIntestine,caecum,FCRL4+ Memory B,ASCTB-TEMP:fcrl4-memory-b
LargeIntestine,caecum,LTi-like NCR- ILC3,ASCTB-TEMP:lti-like-ncr-ilc3
LargeIntestine,caecum,MPO+ mono-neutrophil,ASCTB-TEMP:mpo-mono-neutrophil
LargeIntestine,caecum,pDC,ASCTB-TEMP:pdc
LargeIntestine,caecum,FDC,ASCTB-TEMP:fdc
LargeIntestine,caecum,T reticular,ASCTB-TEMP:t-reticular
LargeIntestine,caecum,ILC3,ASCTB-TEMP:ilc3
LargeIntestine,caecum,Treg,ASCTB-TEMP:treg
LargeIntestine,caecum,Paneth,ASCTB-TEMP:paneth
LargeIntestine,caecum,Stromal 4 (MMP1+),ASCTB-TEMP:stromal-4-mmp1-
LargeIntestine,caecum,MAIT cell,ASCTB-TEMP:mait-cell
LargeIntestine,caecum,Monocytes,ASCTB-TEMP:monocytes
LargeIntestine,caecum,Fetal venous EC,ASCTB-TEMP:fetal-venous-ec
LargeIntestine,caecum,mLN Stroma (FMO2+),ASCTB-TEMP:mln-stroma-fmo2-
LargeIntestine,caecum,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
LargeIntestine,caecum,Th1,ASCTB-TEMP:th1
LargeIntestine,caecum,Germ,ASCTB-TEMP:germ
LargeIntestine,caecum,cDC1,ASCTB-TEMP:cdc1
LargeIntestine,caecum,CLDN10+ cells,ASCTB-TEMP:cldn10-cells
LargeIntestine,caecum,cDC2,ASCTB-TEMP:cdc2
LargeIntestine,caecum,Pro-B,ASCTB-TEMP:pro-b
LargeIntestine,caecum,Activated CD4 T,ASCTB-TEMP:activated-cd4-t
LargeIntestine,caecum,Naive B,ASCTB-TEMP:naive-b
LargeIntestine,caecum,Stromal 2 (CH25H+),ASCTB-TEMP:stromal-2-ch25h-
LargeIntestine,caecum,I cells (CCK+),ASCTB-TEMP:i-cells-cck-
LargeIntestine,caecum,Glia 1 (DHH+),ASCTB-TEMP:glia-1-dhh-
LargeIntestine,caecum,Differentiating glia,ASCTB-TEMP:differentiating-glia
LargeIntestine,caecum,Megakaryocyte,ASCTB-TEMP:megakaryocyte
LargeIntestine,caecum,D cells (SST+),ASCTB-TEMP:d-cells-sst-
LargeIntestine,caecum,Immature B,ASCTB-TEMP:immature-b
LargeIntestine,caecum,LEC5 (CLDN11+),ASCTB-TEMP:lec5-cldn11-
LargeIntestine,caecum,M/X cells (MLN/GHRL+),ASCTB-TEMP:m-x-cells-mln-ghrl-
LargeIntestine,caecum,LEC2 (MADCAM1+),ASCTB-TEMP:lec2-madcam1-
LargeIntestine,caecum,RBC,ASCTB-TEMP:rbc
LargeIntestine,caecum,Th17,ASCTB-TEMP:th17
LargeIntestine,caecum,ENCC/glia Progenitor,ASCTB-TEMP:encc-glia-progenitor
LargeIntestine,caecum,EC cells (NPW+),ASCTB-TEMP:ec-cells-npw-
LargeIntestine,caecum,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
LargeIntestine,caecum,enterocyte of epithelium of large intestine,CL:0002071
LargeIntestine,caecum,intestinal tuft cell,CL:0019032
LargeIntestine,caecum,large intestine goblet cell,CL:1000320
LargeIntestine,caecum,fibroblast,CL:0000057
LargeIntestine,caecum,plasma cell,CL:0000786
LargeIntestine,caecum,paneth cell of colon,CL:0009009
LargeIntestine,caecum,"CD4-positive, alpha-beta T cell",CL:0000624
LargeIntestine,caecum,monocyte,CL:0000576
LargeIntestine,caecum,gut endothelial cell,CL:0000131
LargeIntestine,caecum,neutrophil,CL:0000775
LargeIntestine,caecum,transit amplifying cell of colon,CL:0009011
LargeIntestine,caecum,"CD8-positive, alpha-beta T cell",CL:0000625
LargeIntestine,caecum,B cell,CL:0000236
LargeIntestine,caecum,intestinal crypt stem cell of large intestine,CL:0009016
LargeIntestine,caecum,intestinal enteroendocrine cell,CL:1001516
LargeIntestine,caecum,mast cell,CL:0000097
LargeIntestine,descending colon,LYVE1+ Macrophage,ASCTB-TEMP:lyve1-macrophage
LargeIntestine,descending colon,LEC4 (STAB2+),ASCTB-TEMP:lec4-stab2-
LargeIntestine,descending colon,SMC (PLPP2+),ASCTB-TEMP:smc-plpp2-
LargeIntestine,descending colon,Goblet cell,ASCTB-TEMP:goblet-cell
LargeIntestine,descending colon,Tuft,ASCTB-TEMP:tuft
LargeIntestine,descending colon,STAT1+ Naive B,ASCTB-TEMP:stat1-naive-b
LargeIntestine,descending colon,Microfold cell,ASCTB-TEMP:microfold-cell
LargeIntestine,descending colon,mLTo,ASCTB-TEMP:mlto
LargeIntestine,descending colon,TRGV2 gdT,ASCTB-TEMP:trgv2-gdt
LargeIntestine,descending colon,Stromal 1 (CCL11+),ASCTB-TEMP:stromal-1-ccl11-
LargeIntestine,descending colon,Colonocyte,ASCTB-TEMP:colonocyte
LargeIntestine,descending colon,Pre-B,ASCTB-TEMP:pre-b
LargeIntestine,descending colon,Stromal 3 (KCNN3+),ASCTB-TEMP:stromal-3-kcnn3-
LargeIntestine,descending colon,BEST2+ Goblet cell,ASCTB-TEMP:best2-goblet-cell
LargeIntestine,descending colon,Cycling plasma cell,ASCTB-TEMP:cycling-plasma-cell
LargeIntestine,descending colon,EECs,ASCTB-TEMP:eecs
LargeIntestine,descending colon,Tfh,ASCTB-TEMP:tfh
LargeIntestine,descending colon,LEC6 (ADAMTS4+),ASCTB-TEMP:lec6-adamts4-
LargeIntestine,descending colon,NK cell,ASCTB-TEMP:nk-cell
LargeIntestine,descending colon,Stem cells,ASCTB-TEMP:stem-cells
LargeIntestine,descending colon,Glia 3 (BCAN+),ASCTB-TEMP:glia-3-bcan-
LargeIntestine,descending colon,pDC,ASCTB-TEMP:pdc
LargeIntestine,descending colon,Treg,ASCTB-TEMP:treg
LargeIntestine,descending colon,BEST4+ epithelial,ASCTB-TEMP:best4-epithelial
LargeIntestine,descending colon,myofibroblast,ASCTB-TEMP:myofibroblast
LargeIntestine,descending colon,Mesothelium (RGS5+),ASCTB-TEMP:mesothelium-rgs5-
LargeIntestine,descending colon,Stromal 3 (C7+),ASCTB-TEMP:stromal-3-c7-
LargeIntestine,descending colon,Mature venous EC,ASCTB-TEMP:mature-venous-ec
LargeIntestine,descending colon,CLC+ Mast cell,ASCTB-TEMP:clc-mast-cell
LargeIntestine,descending colon,Branch A4 (IN),ASCTB-TEMP:branch-a4-in-
LargeIntestine,descending colon,TRDV2/TRGV9 gdT,ASCTB-TEMP:trdv2-trgv9-gdt
