FTU_partonomy	cell_type	CT_ID	CT_label	biomarker	Biomarker - type
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	FOXJ1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	TUBA1A	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	DYNLRB2	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	TUBB4B	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->ciliated ducts of bronchial submucosal gland	airway submucosal gland duct ciliated cell	CL:4033055	airway submucosal gland ciliated duct cells	RSPH1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	CDH1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	EPCAM	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	ELF3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	FXYD3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	TSPAN1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	TP63	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT5	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	NGFR	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	KRT14	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland duct basal cell	CL:4033024	airway submucosal gland duct basal cell	CTNNB1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	CDH1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	EPCAM	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	ELF3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	FXYD3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	TSPAN1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	MIA	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	ALDH1A3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	airway submucosal gland collecting duct epithelial cell	CL:4033023	airway submucosal gland collecting duct epithelial cell	RARRES1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	CDH1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	EPCAM	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	ELF3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	FXYD3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	TSPAN1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	PLUNC	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	MIA	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	ALDH1A3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland collecting duct	serous secreting cell of bronchus submucosal gland	CL:4033023	airway submucosal gland collecting duct epithelial cell	RARRES1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	CDH1	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	EPCAM	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	ELF3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	FXYD3	gene
respiratory system-->respiratory tract-->lower respiratory tract-->tracheobronchial tree-->bronchopulmonary segment-->subsegmental bronchus-->bronchial submucosal gland-->submucosal gland acinus	mucus secreting cell of bronchus submucosal gland	CL:4033022	mucus secreting cell of bronchus submucosal gland	TSPAN1	gene
